Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
./out/klee,1841496065,3605.91,35.57,24.48,22209,44.54,7899,14310,1669,183,451,567919,2659.87,23.40,0.65,954.95,26.48,904.02,1606.03,672408,0,76576,57420.01,0,1043590415,13893,1365268,904657,5012247,13893,893098,29593289,60.76,1101.40,975.63,271311,0,401096,0,0,0,0,0,0,0,115865,556543,0,0,0,0,0,0,-1,382.67,10.61,73.76
