Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
./out/klee,588612724,3605.21,44.02,31.89,14424,73.14,6349,8075,947,138,328,209121,3395.93,25.02,0.69,230.21,6.39,142.40,2636.70,259977,0,69198,53209.91,0,316207759,7875,545248,491121,9459031,7875,483642,12314440,41.97,1101.21,879.84,55133,0,204843,0,0,0,0,0,0,0,29232,230745,0,0,0,0,0,0,-1,319.83,8.87,94.20
